dataset,site_name,site_id,X,Y,ESA CCI,Chopping et al.,GEDI L4B,Liu et al.,LT-GNN,Menlove & Healey,Xu et al.,cluster
Ameriflux,Audubon Research Ranch,US-Aud,-110.5104,31.5907,0.0026120686028798,0.2325263280633322,3.737837236801375,18.604071367431708,9.426646236327812,5.682248592376708,24.773749114812176,17.0
Ameriflux,Bartlett Experimental Forest,US-Bar,-71.2881,44.0646,,,183.5124225972304,97.69615173339842,,151.9769744873047,,1.0
Ameriflux,Blue Cypress Marsh,US-BCM,-80.7114,27.6953,,,11.48713563429492,37.72457885742188,,1.0196605920791622,,11.0
Ameriflux,Burdette Farm Rice Field - 4N,US-Bd4,-89.9862,35.8139,,,13.425038811907008,9.45223903656006,,11.086597442626957,,4.0
Ameriflux,Burdette Farm Rice Field - Seagraves South,US-Bd5,-90.0194,35.8105,,,12.651954820768728,47.35218811035156,,11.086597442626957,,11.0
Ameriflux,Burdette Farm Rice - Seagraves North,US-Bd6,-90.0194,35.814,,,12.1419024867588,47.35218811035156,,11.086597442626951,,11.0
Ameriflux,Burdette Farm Rice Field - AWD,US-BdA,-90.0327,35.8089,,,11.496728060643209,47.35218811035156,,11.086597442626958,,11.0
Ameriflux,Burdette Farm Rice Field - conventional,US-BdC,-90.0284,35.8089,,,11.67337946928838,47.35218811035156,,11.086597442626951,,11.0
Ameriflux,Big Chico Creek,US-BgC,-121.8135,39.8125,0.5690636204324089,0.2646296277166404,23.419045725615455,11.795332908630373,5.986332726422146,100.68688417216303,98.43888854980467,15.0
Ameriflux,Bouldin Island Alfalfa,US-Bi1,-121.4993,38.0992,0.8822480812877898,0.0483586677094324,3.319234930838251,12.44438330910882,4.36470448110822,0.0,25.74139635202284,17.0
Ameriflux,Bouldin Island corn,US-Bi2,-121.5351,38.1091,0.5021347946289223,0.0,2.700221729730369,12.504311561584473,1.513060153545499,0.0,3.369460320181263,17.0
Ameriflux,Brookings,US-Bkg,-96.8362,44.3453,,,5.383610052387863,10.414169311523438,,0.0,,17.0
Ameriflux,Black Hills,US-Blk,-103.65,44.158,,,37.02771222852685,90.39855194091795,,60.37462791640819,58.67629623413087,3.0
Ameriflux,Blodgett Forest,US-Blo,-120.6328,38.8953,232.22974699777384,132.04907004354308,131.5174945704854,56.27831268310546,212.74312169896305,191.84816044251843,345.3463219758746,22.0
Ameriflux,Bangtail Mountain Meadow,US-BMM,-110.7776,45.783,25.12122605067005,,43.35117443801112,95.32366180419922,,43.76169586181641,64.60357666015625,20.0
Ameriflux,Bondville,US-Bo1,-88.2904,40.0062,,,3.410536198146013,10.644199495562328,,0.0,,17.0
Ameriflux,Bondville (companion site),US-Bo2,-88.29,40.009,,,3.3860211492410066,10.634089871832025,,0.0,,17.0
Ameriflux,Brooks Field Site 10- Ames,US-Br1,-93.6906,41.9749,,,1.6542833247521092,11.291038513183594,,16.19391059875488,,4.0
Ameriflux,Brooks Field Site 1011- Ames,US-Br2,-93.6925,41.9757,,,1.7326475112208592,11.291038513183594,,16.193910598754886,,4.0
Ameriflux,Brooks Field Site 11- Ames,US-Br3,-93.6936,41.9747,,,1.813184695554424,11.291038513183594,,16.193910598754876,,4.0
Ameriflux,Bayles Road Grassland Tower,US-BRG,-86.5406,39.2167,,,103.18557119190864,51.23646545410156,,118.234375,,7.0
Ameriflux,Burns Sagebrush,US-Bsg,-119.6909,43.4712,0.0,0.0,1.3466478513763758,9.49027156829834,,0.0,0.6907772205183635,17.0
Ameriflux,Barnstable Great Marsh,US-BSM,-70.3644,41.7297,,,68.45136251459388,92.08142852783205,,12.850929128718636,,6.0
Ameriflux,INFLUX - NIST Turfgrass Site,US-BWa,-77.2175,39.1389,,,41.60210289686067,92.21760559082033,,67.42100022289651,,3.0
Ameriflux,INFLUX - Montgomery County pasture site,US-BWb,-77.4509,39.1955,,,58.37662757745444,33.820919036865234,,71.68158721923827,,7.0
Ameriflux,Canaan Valley,US-CaV,-79.4208,39.0633,,,83.37325813166882,188.1053466796875,,114.98886871337892,,18.0
Ameriflux,Coloma Corn 1,US-CC1,-89.6787,44.0732,,,42.86880874633789,34.745628356933594,,57.65976017879416,,5.0
Ameriflux,Coloma Corn 2,US-CC2,-89.6196,44.1039,,,49.59022248497964,34.745628356933594,,19.64471244812012,,5.0
Ameriflux,Cedar Mesa,US-CdM,-109.7471,37.5241,0.0041809741681235,6.952002076533125,7.028342816472344,12.298438027023357,14.368285912890125,25.158084869384783,24.53216552734375,4.0
Ameriflux,Cedar Bridge,US-Ced,-74.3791,39.8379,,,71.69907538131129,89.38007354736328,,37.53961563110352,,6.0
Ameriflux,CAF-LTAR Cook East,US-CF1,-117.0821,46.7815,0.1421630119650195,,3.218985415175049,11.944751739501951,,0.0,18.75931930541992,17.0
Ameriflux,CAF-LTAR Cook West,US-CF2,-117.0908,46.784,0.0498445949915676,,3.364814995724988,11.944751739501951,,0.0,19.610502754118308,17.0
Ameriflux,CAF-LTAR Boyd North,US-CF3,-117.1261,46.7551,0.0453508114909144,,3.949723124503169,11.901940125558951,,0.0,27.57101249694825,17.0
Ameriflux,CAF-LTAR Boyd South,US-CF4,-117.1285,46.7518,0.1483828955428997,,4.702201579360296,11.84537167012602,,0.0,27.57101249694825,17.0
Ameriflux,Concord Grazed Grassland,US-CGG,-121.9761,37.938,3.1251874799069297,0.6868039880566087,10.340817448046645,12.299274444580076,12.211271379565256,5.466663876066327,50.64766693115234,17.0
Ameriflux,Chestnut Ridge,US-ChR,-84.3324,35.9311,,,195.3016435636245,91.84534454345705,,120.57734680175788,,1.0
Ameriflux,Cole Farm,US-CLF,-77.9424,40.6366,,,406.989111318168,68.92650604248047,,94.84812558983116,,0.0
Ameriflux,Charleston Mesquite Woodland,US-CMW,-110.1777,31.6637,0.4084477930734871,0.0093674393736527,15.780191590133148,15.77459716796875,28.28973351357186,1.0219408273696895,10.44324016571045,4.0
Ameriflux,Corral Pocket,US-Cop,-109.39,38.09,0.153992934396295,0.5882527671143345,3.3961915592751133,9.836682319641112,2.282635875279781,8.661753654479975,5.214308537370964,17.0
Ameriflux,Chimney Park,US-CPk,-106.1187,41.068,,90.91961285172124,29.91511891498397,31.62019157409668,,67.41014099121092,78.44928741455078,7.0
Ameriflux,Davy Crockett National Forest,US-CRK,-95.3415,31.4629,,,163.93907159068755,97.34304809570312,,67.37595367431639,,16.0
Ameriflux,Curtice Walter-Berger cropland,US-CRT,-83.3471,41.6285,,,16.20322484332472,11.07299518585205,,0.0,,4.0
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS1,-89.5379,44.1031,,,25.888461087925908,34.745628356933594,,19.64471244812012,,11.0
Ameriflux,Tri county school Pine Forest,US-CS2,-89.5002,44.1467,,,71.10293977073715,36.08992141684504,,19.644712448120107,,5.0
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS3,-89.5727,44.1394,,,15.862073569242254,34.745628356933594,,19.644712448120124,,11.0
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS4,-89.5475,44.1597,,,21.521470991622174,34.745628356933594,,19.64471244812011,,11.0
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS5,-89.5377,44.1095,,,25.089440305910536,34.745628356933594,,19.64471244812012,,11.0
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS6,-89.544,44.4297,,,23.805311728798348,34.309207916259766,,31.035287857055675,,11.0
Ameriflux,Central Sands Forest,US-CS7,-89.5443,44.4375,,,34.85656987219389,34.309207916259766,,31.035287857055675,,5.0
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS8,-89.5364,44.4338,,,30.721275316599414,34.309207916259766,,31.03528785705568,,5.0
Ameriflux,Crossett Experimental Forest,US-Cst,-91.9204,33.0442,,,124.2716920913574,39.34800720214844,,77.36464691162111,,7.0
Ameriflux,Cottonwood,US-Ctn,-101.8466,43.95,,,3.576449022275244,11.554893493652344,,0.0,0.2612605392932892,17.0
Ameriflux,Coweeta Grassland,US-CwG,-83.3951,34.9682,,,135.32836862928457,126.64522552490232,,159.74365234375009,,1.0
Ameriflux,Coweeta,US-Cwt,-83.4275,35.0592,,,210.1076838140671,167.30657958984375,,159.74365234374997,,1.0
Ameriflux,"Central Plains Experimental Range 1, Nunn, Colorado",US-CX1,-104.76,40.833,,0.0,1.4710560676328728,9.848169332017706,,0.0,0.0,17.0
Ameriflux,"Central Plains Experimental Range 2, Nunn, Colorado",US-CX2,-104.7672,40.8402,,0.0,1.4763229572069396,9.8610200881958,,0.0,0.0,17.0
Ameriflux,"Sierra Critical Zone, Sierra Transect, Oak/Pine Woodland, San Joaquin Experimental Range",US-CZ1,-119.7313,37.1088,1.5635213765154177,12.985421346861918,28.64451671179471,27.24946594238281,28.31580759824572,6.655342119909522,66.30617684726036,15.0
Ameriflux,"Sierra Critical Zone, Sierra Transect, Ponderosa Pine Forest, Soaproot Saddle",US-CZ2,-119.2566,37.0311,175.43043751734675,191.68976531730263,53.705762722015166,39.54508806656295,178.8920413731961,178.01660156250003,301.6092834472656,22.0
Ameriflux,"Sierra Critical Zone, Sierra Transect, Sierran Mixed Conifer, P301",US-CZ3,-119.1951,37.0674,175.40635522131964,214.00107349000243,134.5929148710885,40.47774887084961,245.30458689614423,178.01660156250006,295.8236284299763,23.0
Ameriflux,"Sierra Critical Zone, Sierra Transect, Subalpine Forest, Shorthair",US-CZ4,-118.9867,37.0675,75.30203894887211,285.37207763857856,74.98024210248117,39.12983322143555,181.69290844070656,146.29292297363267,169.82998657226562,23.0
Ameriflux,Berkeley Way West,US-DBk,-122.2684,37.8736,5.934078490729098,13.712789420124633,7.601687178160565,,24.02384714605462,21.60715675354005,0.0,4.0
Ameriflux,Dwarf Cypress Swamp,US-DCS,-80.9078,25.7626,,,24.11020159834221,13.796663284301758,,22.513526916503924,,4.0
Ameriflux,California UC ANR Desert Research and Extension Center Alfalfa,US-Dea,-115.4423,32.8136,0.0201369156538243,0.0,1.7156362822297226,11.294845581054688,2.656790711081737,0.0,11.866992950439451,17.0
Ameriflux,California UC ANR Desert Research and Extension Center Urban Farm Tower,US-Deu,-115.4456,32.8056,0.0824757921008589,0.0,1.6203663916742297,11.294845581054688,2.8894997934599047,0.0,12.471339948259226,17.0
Ameriflux,"US Dairy Forage Research Center, Prairie du Sac",US-DFC,-89.7117,43.3448,,,29.49960643910473,35.06119537353516,,17.99311637878417,,11.0
Ameriflux,Dairy Forage Research Center - Kernza,US-DFK,-89.7154,43.3453,,,28.414795026396924,35.06119537353516,,17.993116378784183,,11.0
Ameriflux,Diablo,US-Dia,-121.5296,37.6773,0.0,0.0,4.943073987864199,17.963218688964844,0.2290679810368407,5.460383313597831,28.086708068847656,17.0
Ameriflux,Fort Dix,US-Dix,-74.4346,39.9712,,,72.03638843676363,89.38007354736328,,73.0812759399414,,3.0
Ameriflux,Duke Forest-open field,US-Dk1,-79.0934,35.9712,,,208.77357715781372,47.67133712768555,,74.70080566406253,,8.0
Ameriflux,Duke Forest-hardwoods,US-Dk2,-79.1004,35.9736,,,231.06533365552343,47.67133712768555,,74.70080566406251,,8.0
Ameriflux,Duke Forest - loblolly pine,US-Dk3,-79.0942,35.9782,,,219.8998812707989,47.67133712768555,,74.70080566406251,,8.0
Ameriflux,Dutch Slough Marsh Gilbert Tract,US-Dmg,-121.6691,38.0015,0.1402713443299847,0.0192960330967685,3.734083956866585,12.78257313762465,6.76424124036016,5.436649322509767,9.1735678604115,17.0
Ameriflux,Disney Wilderness Preserve Pine Flatwoods,US-DPP,-81.419,28.1046,,,29.85749304968613,16.484647750854492,,34.6896743774414,,5.0
Ameriflux,Disney Wilderness Preserve Wetland,US-DPW,-81.4361,28.0521,,,33.88655838590958,16.484647750854492,,34.68967437744142,,5.0
Ameriflux,Staten Corn 1,US-DS1,-121.539,38.1335,0.0072292658377646,0.0,1.569077291376366,12.50431156158447,0.5823983669324819,0.0,3.368778705596924,17.0
Ameriflux,Staten Corn 2,US-DS2,-121.514,38.1375,0.9236919345883652,0.0,1.5515604424626253,12.50431156158447,1.9724263448692727,0.0,3.368778705596924,17.0
Ameriflux,Staten Rice 1,US-DS3,-121.549,38.1235,0.0,0.0,2.0507024582373066,12.504311561584473,2.365130367851197,0.0,3.368778705596924,17.0
Ameriflux,EAA Field Research Park Woodland,US-EA4,-98.3816,29.6633,,,35.10267499546032,26.59292793273926,,9.722003019008584,,11.0
Ameriflux,Uvalde Ranch Mesquite Woodland,US-EA5,-99.9576,29.3584,,,9.961391537482683,28.22995376586914,,12.08347129821778,,11.0
Ameriflux,Camp Wood Shield Ranch Oak Savannah,US-EA6,-99.9588,29.6561,,,23.58479864806756,39.77896118164063,,16.63487572777367,,11.0
Ameriflux,Eden Landing Ecological Reserve,US-EDN,-122.114,37.6156,0.0,0.0,1.7857651593982136,10.511804580688477,,,0.0,17.0
Ameriflux,Elkhorn Slough Hester Marsh,US-EKH,-121.7523,36.8094,4.733285719650106,0.9726946436268672,37.773332132742965,65.62194061279297,11.17895163040206,0.0,251.92707824707028,2.0
Ameriflux,Elkhorn Slough North Marsh,US-EKN,-121.7328,36.8357,17.591800439275165,26.298453611109878,48.52715031818362,65.62194061279297,50.9620329740185,0.0,251.92707824707028,2.0
Ameriflux,Elkhorn Slough Porter Marsh,US-EKP,-121.7488,36.8558,9.77224430514794,31.104290617520736,27.43173605353136,65.62194061279297,73.02295889295021,0.0,251.9270782470703,2.0
Ameriflux,Elkhorn Slough Yampah Marsh,US-EKY,-121.7487,36.8105,4.499048673974737,0.5287799102364336,17.64491324134833,65.62194061279297,9.669741545716278,0.0,251.92707824707037,2.0
Ameriflux,Everglades (long hydroperiod marsh),US-Elm,-80.7826,25.5519,,,8.234140751519558,44.234710693359375,,0.0,,11.0
Ameriflux,Edwards Plateau Martin,US-EPM,-99.8619,30.8167,,,6.20364898558272,20.6430721282959,,18.76957321166991,,4.0
Ameriflux,Everglades (short hydroperiod marsh),US-Esm,-80.5946,25.4379,,,4.406925197894981,50.31982803344727,,8.31681632995605,,11.0
Ameriflux,Everglades Saltwater intrusion marsh,US-EvM,-80.381,25.3539,,,3.010697743318318,,,1.1283162832260132,,17.0
Ameriflux,Flagstaff - Managed Forest,US-Fmf,-111.7273,35.1426,16.389433335225807,69.03978455912457,99.54214913060636,101.82066345214844,67.80151362804372,81.7250442504883,78.94586181640625,3.0
Ameriflux,Fort Peck,US-FPe,-105.1019,48.3077,,,1.9803456839729705,9.93378734588623,,0.0,0.1322344613628808,17.0
Ameriflux,Freeman Ranch- Grassland,US-FR1,-98.01,29.93,,,27.7056499211803,32.55236040877581,,24.155633926391594,,11.0
Ameriflux,Freeman Ranch- Mesquite Juniper,US-FR2,-97.9962,29.9495,,,31.389055806833596,34.20857074705859,,24.15563392639162,,5.0
Ameriflux,Freeman Ranch- Woodland,US-FR3,-97.99,29.94,,,36.80611835641098,34.82507146413388,,24.155633926391594,,5.0
Ameriflux,Flagstaff - Unmanaged Forest,US-Fuf,-111.762,35.089,82.87392862612268,85.52546988920572,78.03766031410568,33.3759880065918,94.04987129105612,81.91268157958989,124.45143127441406,7.0
Ameriflux,Flagstaff - Wildfire,US-Fwf,-111.7718,35.4454,5.939955818144775,32.738551133570866,41.78809580221378,97.03620910644533,49.3176179333127,44.489875793457045,81.07381439208984,20.0
Ameriflux,GLEES Brooklyn Tower,US-GBT,-106.2397,41.3658,,54.889933638476045,50.35014289126428,86.65321592214532,,76.59161376953126,90.8200454711914,3.0
Ameriflux,Georgia Coastal Ecosystems LTER Flux Tower,US-GCE,-81.2835,31.4441,,,43.15498042097229,83.17838287353516,,18.95651054382325,,6.0
Ameriflux,Granite Island,US-GL2,-87.4,46.7167,,,,108.1267547607422,,,,16.0
Ameriflux,GLEES,US-GLE,-106.2399,41.3665,,56.36109344096097,50.60878927640693,86.34145423389502,,76.59161376953121,90.8200454711914,3.0
Ameriflux,Great Mountain Forest,US-GMF,-73.2333,41.9667,,,150.3950319531616,44.48945999145508,,189.14848327636707,,1.0
Ameriflux,Goodwin Creek,US-Goo,-89.8735,34.2547,,,84.17242381959223,67.5963696335111,,69.6783676147461,,3.0
Ameriflux,"Genesee, ID On-farm site Zone 1",US-GZ1,-116.8068,46.5008,0.0292471580022323,,6.616730076650592,12.369418917291233,,0.0,32.40297263509383,17.0
Ameriflux,"Genesee, ID On-farm site Zone 2",US-GZ2,-116.8047,46.4978,0.0383303778237447,,8.692924205008666,12.325999473588984,,0.0,32.03340015302249,17.0
Ameriflux,"Genesee, ID On-farm site Zone 3",US-GZ3,-116.8019,46.4949,0.1608298612077515,,11.405590440765131,12.287346486748572,,0.0,30.829737107762902,17.0
Ameriflux,Harvard Forest EMS Tower (HFR1),US-Ha1,-72.1715,42.5378,,,165.3672896639143,37.92121124267578,,114.92280578613284,,8.0
Ameriflux,Harvard Forest Hemlock Site,US-Ha2,-72.1779,42.5393,,,181.63698818050207,37.92121124267578,,114.92280578613271,,8.0
Ameriflux,North Inlet Crab Haul Creek,US-HB1,-79.1957,33.3455,,,117.32384086190058,,,31.38868522644044,,13.0
Ameriflux,Hobcaw Barony Mature Longleaf Pine,US-HB2,-79.244,33.3242,,,146.6903586792794,104.66316223144533,,31.388685226440423,,13.0
Ameriflux,Hobcaw Barony Longleaf Pine Restoration,US-HB3,-79.2322,33.3482,,,119.94753250498168,,,31.388685226440444,,13.0
Ameriflux,Minim Creek Brackish Impoundment,US-HB4,-79.2975,33.2015,,,19.472335301633763,98.68402862548828,,30.361152648925792,,6.0
Ameriflux,Hubbard Brook Experimental Forest,US-HBK,-71.7181,43.9397,,,187.4056997764408,52.58859634399414,,130.18925476074216,,8.0
Ameriflux,Hanford 300 Area,US-Hn1,-119.275,46.4089,0.0,,3.008029157063169,9.334315299987791,,0.0,5.499685331655099,17.0
Ameriflux,Hanford 100H grassland,US-Hn2,-119.4641,46.6889,0.0020983227941104,,2.9943648216441807,9.442992210388184,,0.0,0.0,17.0
Ameriflux,Hanford 100H sagebrush,US-Hn3,-119.4614,46.6878,0.0020986315620597,,3.9259538987680447,9.442992210388184,,0.0,0.0,17.0
Ameriflux,Howland Forest (main tower),US-Ho1,-68.7402,45.2041,,,108.86947540118813,36.34164639394525,,65.87928009033206,,7.0
Ameriflux,Howland Forest (west tower),US-Ho2,-68.747,45.2091,,,114.24522939621455,37.20229413235395,,65.87928009033203,,7.0
Ameriflux,Howland Forest (harvest site),US-Ho3,-68.725,45.2072,,,78.27367091480158,36.13814926147461,,65.87928009033202,,7.0
Ameriflux,Hawk Property,US-HPY,-74.0853,40.7692,,,9.164917742686704,8.624485969543457,,10.920965440829896,,4.0
Ameriflux,Humnoke Farm Rice Field – Field A,US-HRA,-91.7517,34.5852,,,7.064619216536852,10.234103135260176,,8.98437752987728,,4.0
Ameriflux,Humnoke Farm Rice Field – Field C,US-HRC,-91.7517,34.5888,,,6.465471520558626,10.234103031240997,,7.59299225545749,,4.0
Ameriflux,Humnoke Carr North Rice Field,US-HRN,-91.7132,34.5955,,,27.827333563859995,10.232397079467772,,7.404955387115483,,4.0
Ameriflux,Herring River Phragmites,US-HRP,-70.0552,41.938,,,66.9357546516893,,,88.69389330765927,,3.0
Ameriflux,Humnoke Carr South Rice Field,US-HRS,-91.7138,34.5922,,,33.26499953247676,10.232397079467772,,7.4049553871154785,,4.0
Ameriflux,Hill Slough Marsh,US-Hsm,-122.0212,38.2368,0.5901436812090889,1.8907254058334912,1.321621677045105,22.51806259155273,12.059601699869871,9.755227088928224,55.47320938110352,17.0
Ameriflux,USDA ARS Pasture Sytems and Watershed Management Research Unit- Hawbecker Site,US-HWB,-77.8488,40.8608,,,53.55274566831941,75.4464111328125,,86.7852630615235,,3.0
Ameriflux,Fermi National Accelerator Laboratory- Batavia (Agricultural site),US-IB1,-88.2227,41.8593,,,9.990220021950709,8.833524703979492,,6.866088867187499,,4.0
Ameriflux,Fermi National Accelerator Laboratory- Batavia (Prairie site),US-IB2,-88.241,41.8406,,,9.629087438098193,9.651155533965037,,5.699978228055236,,4.0
Ameriflux,Paspalum notatum long rotational grazing,US-IL1,-81.1996,27.1879,,,15.753291034270651,18.05792617797852,,0.4467744827270506,,4.0
Ameriflux,INFLUX - Cemetery Turfgrass Tower,US-INa,-86.179,39.8273,,,78.4515010660212,10.181988716125488,,0.961207628250122,,5.0
Ameriflux,INFLUX - Golf Course,US-INb,-86.0024,39.8706,,,72.55415091894973,10.277446095435716,,12.800680160522454,,5.0
Ameriflux,INFLUX - Downtown Indianapolis (Site-3),US-INc,-86.1652,39.7833,,,10.312974402153795,10.181988716125488,,0.9612076282501224,,17.0
Ameriflux,INFLUX - Agricultural Site East near Pittsboro,US-INd,-86.5005,39.8645,,,17.837910232003107,10.90838592002607,,6.004423141479493,,4.0
Ameriflux,INFLUX - Agricultural Site West near Pittsboro,US-INe,-86.5083,39.8632,,,20.767876673709264,11.11115242714779,,6.004423141479497,,4.0
Ameriflux,INFLUX - East 21st St (Site 2),US-INf,-86.0183,39.7978,,,18.556102046151743,10.181988716125488,,12.800680160522468,,4.0
Ameriflux,INFLUX - Wayne Twp Comm (Site-7),US-INg,-86.2724,39.7739,,,44.66163321860298,10.62767219543457,,0.9612076282501216,,4.0
Ameriflux,INFLUX - Agricultural Site East of Indianapolis (Site-9a),US-INi,-85.7005,39.8167,,,13.109092498295592,10.94921588897705,,4.385039329528811,,4.0
Ameriflux,INFLUX - Agricultural Site East of Indianapolis (Site-9b),US-INj,-85.7066,39.8766,,,17.12597267390621,10.94921588897705,,4.385039329528809,,4.0
Ameriflux,INFLUX - Agricultural Site West of Indianapolis (Site-14a),US-INn,-86.788,39.9468,,,11.709687689618868,11.696539878845211,,8.778901100158691,,4.0
Ameriflux,INFLUX - Agricultural Site West of Indianapolis (Site-14b) ,US-INp,-86.7821,39.9477,,,10.87567354254424,11.696539878845211,,8.77890110015869,,4.0
Ameriflux,Jackson Lane - natural,US-JLN,-75.7531,39.0574,,,59.69206620547445,36.96654808339521,,51.79719501713917,,7.0
Ameriflux,Jackson Lane - restored,US-JLR,-75.7531,39.0543,,,53.42157299965177,36.96641732645394,,51.47393801194271,,5.0
Ameriflux,Jornada Experimental Range Bajada Site,US-Jo1,-106.635,32.582,0.0,0.0,0.9250662660147044,8.196821212768555,,0.6151013460670156,2.035463571548462,17.0
