dataset,site_name,site_id,X,Y,ESA CCI,Chopping et al.,GEDI L4B,Liu et al.,LT-GNN,Menlove & Healey,Xu et al.
Ameriflux,Metolius-second young aged pine,US-Me3,-121.6078,44.3154,15.522044806445896,NA,68.90189438351028,70.81029510498047,NA,43.42892658306342,187.15270062525164
Ameriflux,Metolius-old aged ponderosa pine,US-Me4,-121.6224,44.4992,110.12700278952747,NA,142.36086409666856,75.71459040907666,NA,97.63355255126957,214.33939392846537
Ameriflux,Metolius-first young aged pine,US-Me5,-121.5668,44.4372,40.01056705672525,NA,52.48008874893652,70.81029510498047,NA,97.5163646837989,200.6615447998047
Ameriflux,Metolius Young Pine Burn,US-Me6,-121.6078,44.3233,12.533200533375453,NA,61.738992037032624,70.81029510498047,NA,19.56561703046672,187.14761056909416
Ameriflux,Metolius Low Burn Severity Subcanopy,US-Me7,-121.5619,44.4534,70.32132399925594,NA,58.34472892985944,70.81029510498047,NA,97.63355255126955,200.6615447998047
Ameriflux,"Lake Mendota, Center for Limnology Site",US-Men,-89.403,43.0772,NA,NA,10.529324523213731,10.810657501220703,NA,9.658852577209467,NA
Ameriflux,Moore Fields,US-MFs,-70.961,43.1385,NA,NA,124.15101977264705,105.88687896728517,NA,86.7622909545898,NA
Ameriflux,MPG Ranch Rangeland Restoration,US-MG1,-114.0353,46.6996,0.893568312813426,NA,27.9950632630531,215.70254516601562,NA,45.81814193725586,53.304787443233316
Ameriflux,"Huntley, Montana irrigated barley site 1",US-MH1,-108.2414,45.9206,NA,NA,4.178054157572194,10.972132434828332,NA,1.7328349351882928,3.9368991851806645
Ameriflux,"Huntley, Montana irrigated barley site 2",US-MH2,-108.1978,45.9699,NA,NA,3.2731527971262575,10.992652893066406,NA,0.7428495287895205,4.382886217375851
Ameriflux,LTAR UCB (Upper Chesapeake Bay) Miscanthus 1,US-Mi1,-80.6313,41.7727,NA,NA,60.32732224314477,93.62818908691406,NA,51.68729801867134,NA
Ameriflux,LTAR UCB (Upper Chesapeake Bay) Miscanthus 2,US-Mi2,-80.855,41.5479,NA,NA,110.0245696919409,77.5926284790039,NA,98.74235534667966,NA
Ameriflux,LTAR UCB (Upper Chesapeake Bay) Miscanthus 3,US-Mi3,-80.637,41.8222,NA,NA,112.86486751276851,93.62818908691406,NA,51.66979980468749,NA
Ameriflux,Montana Judith Basin wheat field,US-Mj1,-109.6137,46.9948,NA,NA,3.1963383799637506,11.785949113216402,NA,11.389719009399405,0.9109409947692045
Ameriflux,Montana Judith Basin summer fallow field,US-Mj2,-109.6295,46.9957,NA,NA,1.9779997242119567,11.771041602647493,NA,11.389719009399414,1.22448916900205
Ameriflux,Morgan Monroe State Forest,US-MMS,-86.4131,39.3232,NA,NA,268.06388528306036,35.01875686645508,NA,118.23437499999993,NA
Ameriflux,"Morris: Corn-Soybean with Cover Crops, Strip Tillage",US-MN1,-96.1269,45.6168,NA,NA,2.8527481211406367,11.096091270446776,NA,2.3179292678833012,NA
Ameriflux,"Morris: Corn-Soybean-Wheat with Cover Crops, Minimal Tillage",US-MN2,-96.1271,45.627,NA,NA,2.9215089736147926,11.096091270446777,NA,2.3179292678833017,NA
Ameriflux,"Morris: Corn-Soybean, Conventional Tillage",US-MN3,-96.1265,45.6091,NA,NA,3.5766774684839047,11.096091270446776,NA,2.317929267883302,NA
Ameriflux,LTAR CMRB Field 1 (CMRB ASP),US-Mo1,-92.1167,39.2298,NA,NA,7.555955139244326,11.594643592834473,NA,7.402910709381101,NA
Ameriflux,LTAR CMRB Tucker Prairie (CMRB TP),US-Mo2,-91.9945,38.9488,NA,NA,15.630569565096708,40.27286518068449,NA,13.014154434204102,NA
Ameriflux,LTAR CMRB Field 3 (CMRB BAU),US-Mo3,-92.1497,39.2311,NA,NA,16.645037343679604,11.594643592834473,NA,7.402910709381111,NA
Ameriflux,Missouri Ozark Site,US-MOz,-92.2,38.7441,NA,NA,188.78964167781803,45.08909375339746,NA,43.085510253906236,NA
Ameriflux,Mountainair Pinyon-Juniper Woodland,US-Mpj,-106.2377,34.4385,3.9533046024786738,19.315068351010577,6.280906487366712,8.817193031311035,NA,9.84234619140625,18.07330322265625
Ameriflux,Mary's River (Fir) site,US-MRf,-123.5515,44.6465,251.0152854456841,NA,215.7952995085052,33.998390197753906,NA,257.804047761208,338.6606750488281
Ameriflux,Marsh Resource Meadowlands Mitigation Bank,US-MRM,-74.0435,40.8164,NA,NA,5.300558827824434,8.624485969543457,NA,11.195555686950687,NA
Ameriflux,Montana Sun River winter wheat ,US-MSR,-111.7207,47.4758,0,NA,1.285671284276774,11.66722774505615,NA,0,0.5461128950119019
Ameriflux,Mt Bigelow,US-MtB,-110.7256,32.416,37.57155318486484,117.2850462311423,163.9639737094354,67.42195129394531,113.65065620661557,16.945149597550323,89.62761688232422
Ameriflux,Montana Vaughn Fallow,US-MVF,-111.4659,47.6867,0,NA,1.0376781115800213,10.713072776794434,NA,0,1.4961726665496826
Ameriflux,Montana Vaughn Wheat,US-MVW,-111.4889,47.6729,0.0371086022357881,NA,1.3208570244174158,10.715747878730669,NA,0,1.4443740824194122
Ameriflux,Jackson Agricultural Field,US-MWA,-84.8539,42.2143,NA,NA,22.995349213107865,40.29039001464844,NA,39.99797439575198,NA
Ameriflux,Kellogg Experimental Forest,US-MWF,-85.3526,42.366,NA,NA,147.63830174164926,68.12156677246094,NA,27.968484878540032,NA
Ameriflux,Michigan State University Campus Site - Spartans,US-MWS,-84.4737,42.7293,NA,NA,35.162009272108,39.800636291503906,NA,11.259828567504874,NA
Ameriflux,Battle Creek Area Mathematics and Science Center,US-MWU,-85.1871,42.3228,NA,NA,13.980699501776764,37.427162170410156,NA,29.086330413818366,NA
Ameriflux,Allegan Wetland,US-MWW,-86.0229,42.6689,NA,NA,76.76488309768291,67.23252868652344,NA,52.768905639648445,NA
Ameriflux,Mayberry Wetland,US-Myb,-121.765,38.0499,0.12061901780057391,0,1.6127412006696844,12.805852890014648,14.167674911157668,5.436649322509759,18.159996032714844
Ameriflux,NC_Clearcut,US-NC1,-76.7119,35.8118,NA,NA,51.19314976554715,66.96083068847656,NA,82.84978485107416,NA
Ameriflux,NC_Loblolly Plantation,US-NC2,-76.6685,35.803,NA,NA,87.31968837561972,66.96083068847656,NA,33.58429718017578,NA
Ameriflux,NC_Clearcut#3,US-NC3,-76.656,35.799,NA,NA,90.14590698753993,66.96083068847656,NA,33.58429718017579,NA
Ameriflux,NC_AlligatorRiver,US-NC4,-75.9038,35.7879,NA,NA,92.59264566770702,130.84703063964844,NA,64.81290435791017,NA
Ameriflux,Mead - irrigated continuous maize site,US-Ne1,-96.4766,41.1651,NA,NA,3.3143988833392073,10.750755310058594,NA,1.8774465322494507,NA
Ameriflux,Mead - irrigated maize-soybean rotation site,US-Ne2,-96.4701,41.1649,NA,NA,2.397079003375776,10.750755310058594,NA,1.877446532249451,NA
Ameriflux,Mead - rainfed maize-soybean rotation site,US-Ne3,-96.4397,41.1797,NA,NA,3.489903792915705,10.750755310058594,NA,1.8774465322494516,NA
Ameriflux,Northern Michigan Jack Pine Stand,US-NMj,-88.5194,46.6465,NA,NA,56.730287600401795,26.720247268676758,NA,88.61156463623048,NA
Ameriflux,Business-As-Usual Management (mandanh5),US-NP1,-100.951,46.7756,NA,NA,3.9020749556357632,11.011151313781738,NA,7.157633781433107,4.727197170257568
Ameriflux,ASPirational Management (mandani2),US-NP2,-100.9257,46.7613,NA,NA,2.917709771803603,11.011151313781738,NA,7.157633781433105,4.727197170257568
Ameriflux,Niwot Ridge Forest (LTER NWT1),US-NR1,-105.5464,40.0329,NA,84.10676860983062,61.152738433907025,76.3296890258789,NA,64.1800991240153,108.78213500976562
Ameriflux,Niwot Ridge Forest (USGS site),US-NR2,-105.5469,40.0325,NA,84.19354567508906,60.49766220640537,76.3296890258789,NA,64.37480585845688,108.78213500976562
Ameriflux,Niwot Ridge Alpine (T-Van West),US-NR3,-105.5864,40.052,NA,14.275343615339667,18.921674765594485,76.3296890258789,NA,76.994026184082,108.78213500976562
Ameriflux,Niwot Ridge Alpine (T-Van East),US-NR4,-105.5859,40.052,NA,14.253121190017117,18.967218570441748,76.3296890258789,NA,76.99402618408199,108.78213500976562
Ameriflux,Nisqually reference,US-Nrf,-122.6927,47.0935,59.88605029620835,NA,67.91287117024467,15.459033012390137,NA,30.850820541381854,317.52694375759546
Ameriflux,Nisqually restoring,US-Nrs,-122.7079,47.0936,14.851330311231209,NA,15.052115995901628,15.459033012390138,NA,30.850820541381847,274.0241820340293
Ameriflux,Newman Seasonal Wetlands,US-NSW,-121.0042,37.3091,1.1597731706426697,0.026186411856053856,2.585700089687651,22.08825809286169,0.8184974323889833,6.330477714538574,1.3967652774690393
Ameriflux,Osceola Farm Rice Field - SW,US-OF1,-90.0492,35.7371,NA,NA,10.22272990441615,9.73349380493164,NA,11.086597442626964,NA
Ameriflux,Osceola Farm Rice Field - NW,US-OF2,-90.0489,35.7406,NA,NA,10.44664596429947,9.73349380493164,NA,11.086597442626946,NA
Ameriflux,Oak Openings,US-Oho,-83.8438,41.5545,NA,NA,194.1574902303169,10.699804306030273,NA,29.47380256652832,NA
Ameriflux,Florida pine flatwoods,US-ONA,-81.9509,27.3836,NA,NA,21.80233582222068,27.279682159423825,NA,20.297885894775412,NA
Ameriflux,Optimizing Production Inputs for Economic and Environmental Enhancement (OPE3),US-OPE,-76.8457,39.0293,NA,NA,158.28257647656594,75.05352020263672,NA,61.642574310302784,NA
Ameriflux,Olentangy River Wetland Research Park,US-ORv,-83.0183,40.0201,NA,NA,20.949441703558723,23.023784637451172,NA,9.224530220031737,NA
Ameriflux,Old Woman Creek,US-OWC,-82.5125,41.3795,NA,NA,61.30197737875636,33.69078063964844,NA,22.20300102233886,NA
Ameriflux,"Florida, Paspalum notatum pasture",US-PAS,-81.951,27.3944,NA,NA,21.03468971617554,27.279682159423825,NA,20.297885894775387,NA
Ameriflux,5R Pecan Farm Above Canopy,US-PeA,-106.0788,31.4123,0.6390011545412246,1.4145296707746362,18.899105072612237,9.810615539550781,NA,0.511820316314697,2.956449031829834
Ameriflux,Park Falls/WLEF,US-PFa,-90.2723,45.9459,NA,NA,123.27974708077228,134.87783813476562,NA,62.435257618959355,NA
Ameriflux,NW1 Pine-1 CHEESEHEAD 2019,US-PFb,-90.3232,45.972,NA,NA,102.39303141935927,134.87783813476562,NA,61.9977111816406,NA
Ameriflux,NW2 Aspen-1 CHEESEHEAD 2019,US-PFc,-90.3088,45.9677,NA,NA,111.89612750666596,134.87783813476562,NA,61.99771118164066,NA
Ameriflux,NW3 Tussock-1 CHEESEHEAD 2019,US-PFd,-90.301,45.9689,NA,NA,112.35323148408204,134.87783813476562,NA,61.99771118164057,NA
Ameriflux,NW4 Lake-1 CHEESEHEAD 2019,US-PFe,-90.3004,45.9793,NA,NA,113.44513908885295,134.87783813476562,NA,61.997711181640646,NA
Ameriflux,NW5 Grass-1 CHEESEHEAD 2019,US-PFf,-90.2944,45.9458,NA,NA,96.4756245258066,134.87783813476562,NA,61.9977111816406,NA
Ameriflux,NE1 Pine-2 CHEESEHEAD 2019,US-PFg,-90.2723,45.9735,NA,NA,145.28865049788274,134.87783813476562,NA,61.99771118164066,NA
Ameriflux,NE2 Pine-3 CHEESEHEAD 2019,US-PFh,-90.2406,45.9557,NA,NA,297.5406817871066,132.65547132407434,NA,63.70613856637255,NA
Ameriflux,NE3 Hardwood-1 CHEESEHEAD 2019,US-PFi,-90.2327,45.9749,NA,NA,291.7544152051473,132.4522705078125,NA,60.71657063287346,NA
Ameriflux,NE4 Maple-1 CHEESEHEAD 2019,US-PFj,-90.227,45.9619,NA,NA,432.639072334366,132.4522705078125,NA,63.99211280720721,NA
Ameriflux,SW1 Aspen-2 CHEESEHEAD 2019,US-PFk,-90.3425,45.9149,NA,NA,93.32755080582028,134.87783813476562,NA,61.99771118164062,NA
Ameriflux,SW2 Aspen-3 CHEESEHEAD 2019,US-PFL,-90.3177,45.9409,NA,NA,85.68654737395602,134.87783813476562,NA,61.99771118164065,NA
Ameriflux,SW3 Hardwood-2 CHEESEHEAD 2019,US-PFm,-90.3099,45.9207,NA,NA,90.50616863357179,134.87783813476562,NA,62.35996478665137,NA
Ameriflux,SW4 Hardwood-3 CHEESEHEAD 2019,US-PFn,-90.2823,45.9392,NA,NA,110.84176714023428,134.87783813476562,NA,62.418192077892215,NA
Ameriflux,SE1 Lake-2 CHEESEHEAD 2019,US-PFo,-90.2728,45.9229,NA,NA,118.44674299576768,134.87783813476562,NA,64.18560791015622,NA
Ameriflux,SE2 Hardwood-4 CHEESEHEAD 2019,US-PFp,-90.2641,45.9365,NA,NA,124.67083851725899,134.87783813476562,NA,63.969002063659985,NA
Ameriflux,SE3 Aspen-4 CHEESEHEAD 2019,US-PFq,-90.2475,45.9271,NA,NA,149.07077026367188,133.3700148353361,NA,64.18560791015624,NA
Ameriflux,SE4 Tussock-2 CHEESEHEAD 2019,US-PFr,-90.2475,45.9245,NA,NA,149.07077026367188,133.3697013696258,NA,64.18560791015626,NA
Ameriflux,SE5 Aspen-5 CHEESEHEAD 2019,US-PFs,-90.2382,45.9381,NA,NA,182.81393036001222,132.49284477694036,NA,64.18560791015624,NA
Ameriflux,SE6 Pine-4 CHEESEHEAD 2019,US-PFt,-90.2288,45.9197,NA,NA,75.05352594086182,132.4522705078125,NA,64.18560791015625,NA
Ameriflux,Plum Island High Marsh,US-PHM,-70.8301,42.7423,NA,NA,5.773864877967571,100.94283496382516,NA,74.2448357527665,NA
Ameriflux,Pine Upland,US-PiU,-80.9261,26.0004,NA,NA,37.27151188202839,15.038256300487518,NA,26.2647647857666,NA
Ameriflux,Plum Island Low Marsh,US-PLM,-70.8382,42.7345,NA,NA,5.473574810221944,100.8577880859375,NA,66.5826687892986,NA
Ameriflux,Plum Island Oligohaline Marsh,US-PLo,-70.9157,42.7496,NA,NA,78.95876281613211,102.02213649437928,NA,61.11818313598636,NA
Ameriflux,"Lake Mendota, Picnic Point Site",US-Pnp,-89.4158,43.0896,NA,NA,20.260799563340253,10.810657501220703,NA,9.658852577209473,NA
