dataset,site_name,site_id,X,Y,ESA CCI,Chopping et al.,GEDI L4B,Liu et al.,LT-GNN,Menlove & Healey,Xu et al.
Ameriflux,Black Hills,US-Blk,-103.65,44.158,NA,NA,37.02771222852685,90.39855194091797,NA,60.37462791640819,58.67629623413087
Ameriflux,Blodgett Forest,US-Blo,-120.6328,38.8953,232.22974699777382,132.04907004354308,131.5174945704854,56.27831268310546,212.74312169896305,191.84816044251843,345.3463219758746
Ameriflux,Bangtail Mountain Meadow,US-BMM,-110.7776,45.783,25.121226050670046,NA,43.351174438011114,95.32366180419922,NA,43.76169586181641,64.60357666015625
Ameriflux,Bondville,US-Bo1,-88.2904,40.0062,NA,NA,3.410536198146013,10.644199495562328,NA,0,NA
Ameriflux,Bondville (companion site),US-Bo2,-88.29,40.009,NA,NA,3.3860211492410066,10.634089871832025,NA,0,NA
Ameriflux,Brooks Field Site 10- Ames,US-Br1,-93.6906,41.9749,NA,NA,1.6542833247521092,11.291038513183594,NA,16.19391059875488,NA
Ameriflux,Brooks Field Site 1011- Ames,US-Br2,-93.6925,41.9757,NA,NA,1.7326475112208592,11.291038513183594,NA,16.193910598754886,NA
Ameriflux,Brooks Field Site 11- Ames,US-Br3,-93.6936,41.9747,NA,NA,1.8131846955544237,11.291038513183594,NA,16.193910598754876,NA
Ameriflux,Bayles Road Grassland Tower,US-BRG,-86.5406,39.2167,NA,NA,103.18557119190865,51.23646545410156,NA,118.23437499999999,NA
Ameriflux,Burns Sagebrush,US-Bsg,-119.6909,43.4712,0,0,1.3466478513763758,9.49027156829834,NA,0,0.6907772205183635
Ameriflux,Barnstable Great Marsh,US-BSM,-70.3644,41.7297,NA,NA,68.45136251459388,92.08142852783203,NA,12.850929128718635,NA
Ameriflux,INFLUX - NIST Turfgrass Site,US-BWa,-77.2175,39.1389,NA,NA,41.60210289686067,92.21760559082031,NA,67.42100022289651,NA
Ameriflux,INFLUX - Montgomery County pasture site,US-BWb,-77.4509,39.1955,NA,NA,58.37662757745444,33.820919036865234,NA,71.68158721923827,NA
Ameriflux,Canaan Valley,US-CaV,-79.4208,39.0633,NA,NA,83.37325813166882,188.1053466796875,NA,114.98886871337892,NA
Ameriflux,Coloma Corn 1,US-CC1,-89.6787,44.0732,NA,NA,42.86880874633789,34.745628356933594,NA,57.65976017879416,NA
Ameriflux,Coloma Corn 2,US-CC2,-89.6196,44.1039,NA,NA,49.59022248497964,34.745628356933594,NA,19.64471244812012,NA
Ameriflux,Cedar Mesa,US-CdM,-109.7471,37.5241,0.004180974168123552,6.952002076533125,7.028342816472344,12.298438027023357,14.368285912890125,25.158084869384783,24.53216552734375
Ameriflux,Cedar Bridge,US-Ced,-74.3791,39.8379,NA,NA,71.69907538131129,89.38007354736328,NA,37.539615631103516,NA
Ameriflux,CAF-LTAR Cook East,US-CF1,-117.0821,46.7815,0.14216301196501957,NA,3.2189854151750494,11.944751739501953,NA,0,18.759319305419922
Ameriflux,CAF-LTAR Cook West,US-CF2,-117.0908,46.784,0.04984459499156766,NA,3.364814995724988,11.944751739501953,NA,0,19.610502754118308
Ameriflux,CAF-LTAR Boyd North,US-CF3,-117.1261,46.7551,0.04535081149091446,NA,3.949723124503169,11.901940125558951,NA,0,27.571012496948246
Ameriflux,CAF-LTAR Boyd South,US-CF4,-117.1285,46.7518,0.14838289554289974,NA,4.702201579360296,11.845371670126019,NA,0,27.571012496948246
Ameriflux,Concord Grazed Grassland,US-CGG,-121.9761,37.938,3.1251874799069297,0.6868039880566087,10.340817448046645,12.299274444580076,12.211271379565256,5.466663876066327,50.647666931152344
Ameriflux,Chestnut Ridge,US-ChR,-84.3324,35.9311,NA,NA,195.3016435636245,91.84534454345703,NA,120.57734680175787,NA
Ameriflux,Cole Farm,US-CLF,-77.9424,40.6366,NA,NA,406.98911131816794,68.92650604248047,NA,94.84812558983117,NA
Ameriflux,Charleston Mesquite Woodland,US-CMW,-110.1777,31.6637,0.4084477930734871,0.009367439373652786,15.780191590133148,15.77459716796875,28.28973351357186,1.0219408273696897,10.44324016571045
Ameriflux,Corral Pocket,US-Cop,-109.39,38.09,0.15399293439629508,0.5882527671143345,3.3961915592751133,9.836682319641113,2.282635875279781,8.661753654479975,5.214308537370964
Ameriflux,Chimney Park,US-CPk,-106.1187,41.068,NA,90.91961285172125,29.91511891498397,31.62019157409668,NA,67.41014099121092,78.44928741455078
Ameriflux,Davy Crockett National Forest,US-CRK,-95.3415,31.4629,NA,NA,163.93907159068755,97.343048095703125,NA,67.37595367431639,NA
Ameriflux,Curtice Walter-Berger cropland,US-CRT,-83.3471,41.6285,NA,NA,16.20322484332472,11.07299518585205,NA,0,NA
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS1,-89.5379,44.1031,NA,NA,25.888461087925908,34.745628356933594,NA,19.64471244812012,NA
Ameriflux,Tri county school Pine Forest,US-CS2,-89.5002,44.1467,NA,NA,71.10293977073715,36.089921416845044,NA,19.644712448120107,NA
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS3,-89.5727,44.1394,NA,NA,15.862073569242254,34.745628356933594,NA,19.644712448120124,NA
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS4,-89.5475,44.1597,NA,NA,21.521470991622174,34.745628356933594,NA,19.64471244812011,NA
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS5,-89.5377,44.1095,NA,NA,25.089440305910536,34.745628356933594,NA,19.644712448120117,NA
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS6,-89.544,44.4297,NA,NA,23.805311728798348,34.309207916259766,NA,31.035287857055675,NA
Ameriflux,Central Sands Forest,US-CS7,-89.5443,44.4375,NA,NA,34.85656987219389,34.309207916259766,NA,31.035287857055675,NA
Ameriflux,Central Sands Irrigated Agricultural Field,US-CS8,-89.5364,44.4338,NA,NA,30.721275316599414,34.309207916259766,NA,31.035287857055682,NA
Ameriflux,Crossett Experimental Forest,US-Cst,-91.9204,33.0442,NA,NA,124.27169209135741,39.34800720214844,NA,77.36464691162111,NA
Ameriflux,Cottonwood,US-Ctn,-101.8466,43.95,NA,NA,3.576449022275244,11.554893493652344,NA,0,0.2612605392932892
Ameriflux,Coweeta Grassland,US-CwG,-83.3951,34.9682,NA,NA,135.32836862928457,126.64522552490233,NA,159.74365234375009,NA
Ameriflux,Coweeta,US-Cwt,-83.4275,35.0592,NA,NA,210.1076838140671,167.30657958984375,NA,159.74365234374997,NA
Ameriflux,"Central Plains Experimental Range 1, Nunn, Colorado",US-CX1,-104.76,40.833,NA,0,1.4710560676328728,9.848169332017706,NA,0,0
Ameriflux,"Central Plains Experimental Range 2, Nunn, Colorado",US-CX2,-104.7672,40.8402,NA,0,1.4763229572069396,9.8610200881958,NA,0,0
Ameriflux,"Sierra Critical Zone, Sierra Transect, Oak/Pine Woodland, San Joaquin Experimental Range",US-CZ1,-119.7313,37.1088,1.5635213765154177,12.985421346861918,28.64451671179471,27.249465942382812,28.315807598245716,6.655342119909522,66.30617684726036
Ameriflux,"Sierra Critical Zone, Sierra Transect, Ponderosa Pine Forest, Soaproot Saddle",US-CZ2,-119.2566,37.0311,175.43043751734675,191.68976531730266,53.705762722015166,39.54508806656295,178.8920413731961,178.01660156250003,301.6092834472656
Ameriflux,"Sierra Critical Zone, Sierra Transect, Sierran Mixed Conifer, P301",US-CZ3,-119.1951,37.0674,175.40635522131964,214.00107349000245,134.5929148710885,40.47774887084961,245.30458689614426,178.01660156250006,295.8236284299763
Ameriflux,"Sierra Critical Zone, Sierra Transect, Subalpine Forest, Shorthair",US-CZ4,-118.9867,37.0675,75.30203894887211,285.37207763857856,74.98024210248117,39.12983322143555,181.69290844070656,146.29292297363267,169.82998657226562
Ameriflux,Berkeley Way West,US-DBk,-122.2684,37.8736,5.934078490729098,13.712789420124631,7.6016871781605655,NA,24.02384714605462,21.60715675354005,0
Ameriflux,Dwarf Cypress Swamp,US-DCS,-80.9078,25.7626,NA,NA,24.110201598342215,13.796663284301758,NA,22.513526916503924,NA
Ameriflux,California UC ANR Desert Research and Extension Center Alfalfa,US-Dea,-115.4423,32.8136,0.020136915653824354,0,1.7156362822297226,11.294845581054688,2.6567907110817375,0,11.866992950439453
Ameriflux,California UC ANR Desert Research and Extension Center Urban Farm Tower,US-Deu,-115.4456,32.8056,0.08247579210085892,0,1.6203663916742297,11.294845581054688,2.8894997934599047,0,12.471339948259226
Ameriflux,"US Dairy Forage Research Center, Prairie du Sac",US-DFC,-89.7117,43.3448,NA,NA,29.49960643910473,35.061195373535156,NA,17.99311637878417,NA
Ameriflux,Dairy Forage Research Center - Kernza,US-DFK,-89.7154,43.3453,NA,NA,28.414795026396924,35.061195373535156,NA,17.993116378784183,NA
Ameriflux,Diablo,US-Dia,-121.5296,37.6773,0,0,4.943073987864199,17.963218688964844,0.22906798103684078,5.460383313597831,28.086708068847656
Ameriflux,Fort Dix,US-Dix,-74.4346,39.9712,NA,NA,72.03638843676363,89.38007354736328,NA,73.0812759399414,NA
Ameriflux,Duke Forest-open field,US-Dk1,-79.0934,35.9712,NA,NA,208.77357715781375,47.67133712768555,NA,74.70080566406253,NA
Ameriflux,Duke Forest-hardwoods,US-Dk2,-79.1004,35.9736,NA,NA,231.06533365552346,47.67133712768555,NA,74.70080566406251,NA
Ameriflux,Duke Forest - loblolly pine,US-Dk3,-79.0942,35.9782,NA,NA,219.8998812707989,47.67133712768555,NA,74.70080566406251,NA
Ameriflux,Dutch Slough Marsh Gilbert Tract,US-Dmg,-121.6691,38.0015,0.14027134432998478,0.019296033096768535,3.734083956866585,12.78257313762465,6.76424124036016,5.4366493225097665,9.1735678604115
Ameriflux,Disney Wilderness Preserve Pine Flatwoods,US-DPP,-81.419,28.1046,NA,NA,29.85749304968613,16.484647750854492,NA,34.6896743774414,NA
Ameriflux,Disney Wilderness Preserve Wetland,US-DPW,-81.4361,28.0521,NA,NA,33.88655838590958,16.484647750854492,NA,34.68967437744142,NA
Ameriflux,Staten Corn 1,US-DS1,-121.539,38.1335,0.007229265837764606,0,1.569077291376366,12.50431156158447,0.5823983669324819,0,3.368778705596924
Ameriflux,Staten Corn 2,US-DS2,-121.514,38.1375,0.9236919345883653,0,1.5515604424626253,12.50431156158447,1.9724263448692732,0,3.368778705596924
Ameriflux,Staten Rice 1,US-DS3,-121.549,38.1235,0,0,2.0507024582373066,12.504311561584473,2.365130367851197,0,3.368778705596924
Ameriflux,EAA Field Research Park Woodland,US-EA4,-98.3816,29.6633,NA,NA,35.10267499546032,26.59292793273926,NA,9.722003019008584,NA
Ameriflux,Uvalde Ranch Mesquite Woodland,US-EA5,-99.9576,29.3584,NA,NA,9.961391537482685,28.22995376586914,NA,12.083471298217779,NA
Ameriflux,Camp Wood Shield Ranch Oak Savannah,US-EA6,-99.9588,29.6561,NA,NA,23.58479864806756,39.778961181640625,NA,16.63487572777367,NA
Ameriflux,Eden Landing Ecological Reserve,US-EDN,-122.114,37.6156,0,0,1.7857651593982136,10.511804580688477,NA,NA,0
Ameriflux,Elkhorn Slough Hester Marsh,US-EKH,-121.7523,36.8094,4.733285719650106,0.9726946436268672,37.773332132742965,65.62194061279297,11.17895163040206,0,251.92707824707028
Ameriflux,Elkhorn Slough North Marsh,US-EKN,-121.7328,36.8357,17.591800439275165,26.298453611109874,48.52715031818362,65.62194061279297,50.9620329740185,0,251.92707824707028
Ameriflux,Elkhorn Slough Porter Marsh,US-EKP,-121.7488,36.8558,9.77224430514794,31.104290617520736,27.431736053531356,65.62194061279297,73.02295889295021,0,251.9270782470703
Ameriflux,Elkhorn Slough Yampah Marsh,US-EKY,-121.7487,36.8105,4.499048673974737,0.5287799102364336,17.64491324134833,65.62194061279297,9.669741545716278,0,251.92707824707034
Ameriflux,Everglades (long hydroperiod marsh),US-Elm,-80.7826,25.5519,NA,NA,8.234140751519558,44.234710693359375,NA,0,NA
Ameriflux,Edwards Plateau Martin,US-EPM,-99.8619,30.8167,NA,NA,6.20364898558272,20.6430721282959,NA,18.76957321166991,NA
Ameriflux,Everglades (short hydroperiod marsh),US-Esm,-80.5946,25.4379,NA,NA,4.406925197894981,50.319828033447266,NA,8.31681632995605,NA
Ameriflux,Everglades Saltwater intrusion marsh,US-EvM,-80.381,25.3539,NA,NA,3.010697743318318,NA,NA,1.1283162832260132,NA
Ameriflux,Bob Allen Key LTER East,US-FBE,-80.6814,25.0266,NA,NA,NA,NA,NA,NA,NA
Ameriflux,Flagstaff - Managed Forest,US-Fmf,-111.7273,35.1426,16.389433335225807,69.03978455912457,99.54214913060635,101.82066345214844,67.80151362804372,81.7250442504883,78.94586181640625
Ameriflux,Fort Peck,US-FPe,-105.1019,48.3077,NA,NA,1.9803456839729703,9.93378734588623,NA,0,0.13223446136288086
Ameriflux,Freeman Ranch- Grassland,US-FR1,-98.01,29.93,NA,NA,27.7056499211803,32.55236040877581,NA,24.155633926391594,NA
Ameriflux,Freeman Ranch- Mesquite Juniper,US-FR2,-97.9962,29.9495,NA,NA,31.389055806833593,34.20857074705859,NA,24.15563392639162,NA
Ameriflux,Freeman Ranch- Woodland,US-FR3,-97.99,29.94,NA,NA,36.80611835641098,34.82507146413388,NA,24.155633926391594,NA
Ameriflux,Flagstaff - Unmanaged Forest,US-Fuf,-111.762,35.089,82.87392862612268,85.52546988920572,78.03766031410568,33.3759880065918,94.04987129105612,81.91268157958989,124.45143127441406
Ameriflux,Flagstaff - Wildfire,US-Fwf,-111.7718,35.4454,5.939955818144775,32.738551133570866,41.78809580221378,97.03620910644531,49.3176179333127,44.489875793457045,81.07381439208984
Ameriflux,GLEES Brooklyn Tower,US-GBT,-106.2397,41.3658,NA,54.889933638476045,50.35014289126428,86.65321592214532,NA,76.59161376953126,90.8200454711914
Ameriflux,Georgia Coastal Ecosystems LTER Flux Tower,US-GCE,-81.2835,31.4441,NA,NA,43.154980420972294,83.17838287353516,NA,18.956510543823246,NA
Ameriflux,Stannard Rock,US-GL1,-87.2251,47.1835,NA,NA,NA,NA,NA,NA,NA
Ameriflux,Granite Island,US-GL2,-87.4,46.7167,NA,NA,NA,108.12675476074219,NA,NA,NA
Ameriflux,GLEES,US-GLE,-106.2399,41.3665,NA,56.36109344096097,50.608789276406924,86.34145423389502,NA,76.59161376953121,90.8200454711914
Ameriflux,Great Mountain Forest,US-GMF,-73.2333,41.9667,NA,NA,150.3950319531616,44.48945999145508,NA,189.14848327636707,NA
Ameriflux,Goodwin Creek,US-Goo,-89.8735,34.2547,NA,NA,84.17242381959223,67.5963696335111,NA,69.6783676147461,NA
Ameriflux,"Genesee, ID On-farm site Zone 1",US-GZ1,-116.8068,46.5008,0.029247158002232345,NA,6.616730076650592,12.369418917291231,NA,0,32.40297263509383
Ameriflux,"Genesee, ID On-farm site Zone 2",US-GZ2,-116.8047,46.4978,0.038330377823744786,NA,8.692924205008666,12.325999473588983,NA,0,32.03340015302249
Ameriflux,"Genesee, ID On-farm site Zone 3",US-GZ3,-116.8019,46.4949,0.16082986120775153,NA,11.405590440765131,12.287346486748573,NA,0,30.829737107762902
Ameriflux,Harvard Forest EMS Tower (HFR1),US-Ha1,-72.1715,42.5378,NA,NA,165.36728966391433,37.92121124267578,NA,114.92280578613283,NA
Ameriflux,Harvard Forest Hemlock Site,US-Ha2,-72.1779,42.5393,NA,NA,181.63698818050207,37.92121124267578,NA,114.92280578613273,NA
Ameriflux,North Inlet Crab Haul Creek,US-HB1,-79.1957,33.3455,NA,NA,117.32384086190058,NA,NA,31.38868522644044,NA
Ameriflux,Hobcaw Barony Mature Longleaf Pine,US-HB2,-79.244,33.3242,NA,NA,146.6903586792794,104.66316223144531,NA,31.388685226440423,NA
Ameriflux,Hobcaw Barony Longleaf Pine Restoration,US-HB3,-79.2322,33.3482,NA,NA,119.94753250498168,NA,NA,31.388685226440444,NA
Ameriflux,Minim Creek Brackish Impoundment,US-HB4,-79.2975,33.2015,NA,NA,19.472335301633763,98.68402862548828,NA,30.361152648925792,NA
Ameriflux,Hubbard Brook Experimental Forest,US-HBK,-71.7181,43.9397,NA,NA,187.40569977644077,52.58859634399414,NA,130.18925476074216,NA
Ameriflux,Hanford 300 Area,US-Hn1,-119.275,46.4089,0,NA,3.008029157063169,9.334315299987793,NA,0,5.499685331655099
Ameriflux,Hanford 100H grassland,US-Hn2,-119.4641,46.6889,0.0020983227941104767,NA,2.9943648216441807,9.442992210388184,NA,0,0
Ameriflux,Hanford 100H sagebrush,US-Hn3,-119.4614,46.6878,0.0020986315620597456,NA,3.9259538987680447,9.442992210388184,NA,0,0
Ameriflux,Howland Forest (main tower),US-Ho1,-68.7402,45.2041,NA,NA,108.86947540118813,36.34164639394525,NA,65.87928009033206,NA
Ameriflux,Howland Forest (west tower),US-Ho2,-68.747,45.2091,NA,NA,114.24522939621455,37.20229413235395,NA,65.87928009033203,NA
Ameriflux,Howland Forest (harvest site),US-Ho3,-68.725,45.2072,NA,NA,78.27367091480158,36.13814926147461,NA,65.87928009033202,NA
Ameriflux,Hawk Property,US-HPY,-74.0853,40.7692,NA,NA,9.164917742686704,8.624485969543457,NA,10.920965440829896,NA
Ameriflux,Humnoke Farm Rice Field – Field A,US-HRA,-91.7517,34.5852,NA,NA,7.064619216536852,10.234103135260176,NA,8.98437752987728,NA
Ameriflux,Humnoke Farm Rice Field – Field C,US-HRC,-91.7517,34.5888,NA,NA,6.465471520558626,10.234103031240997,NA,7.59299225545749,NA
Ameriflux,Humnoke Carr North Rice Field,US-HRN,-91.7132,34.5955,NA,NA,27.827333563859995,10.232397079467773,NA,7.404955387115483,NA
Ameriflux,Herring River Phragmites,US-HRP,-70.0552,41.938,NA,NA,66.9357546516893,NA,NA,88.69389330765927,NA
Ameriflux,Humnoke Carr South Rice Field,US-HRS,-91.7138,34.5922,NA,NA,33.26499953247676,10.232397079467773,NA,7.4049553871154785,NA
Ameriflux,Hill Slough Marsh,US-Hsm,-122.0212,38.2368,0.5901436812090889,1.8907254058334912,1.321621677045105,22.518062591552734,12.059601699869873,9.755227088928223,55.473209381103516
Ameriflux,USDA ARS Pasture Sytems and Watershed Management Research Unit- Hawbecker Site,US-HWB,-77.8488,40.8608,NA,NA,53.55274566831941,75.4464111328125,NA,86.7852630615235,NA
Ameriflux,Fermi National Accelerator Laboratory- Batavia (Agricultural site),US-IB1,-88.2227,41.8593,NA,NA,9.990220021950707,8.833524703979492,NA,6.866088867187499,NA
Ameriflux,Fermi National Accelerator Laboratory- Batavia (Prairie site),US-IB2,-88.241,41.8406,NA,NA,9.629087438098193,9.651155533965037,NA,5.699978228055236,NA
Ameriflux,Paspalum notatum long rotational grazing,US-IL1,-81.1996,27.1879,NA,NA,15.753291034270651,18.057926177978516,NA,0.4467744827270506,NA
Ameriflux,INFLUX - Cemetery Turfgrass Tower,US-INa,-86.179,39.8273,NA,NA,78.4515010660212,10.181988716125488,NA,0.9612076282501221,NA
Ameriflux,INFLUX - Golf Course,US-INb,-86.0024,39.8706,NA,NA,72.55415091894973,10.277446095435716,NA,12.800680160522454,NA
Ameriflux,INFLUX - Downtown Indianapolis (Site-3),US-INc,-86.1652,39.7833,NA,NA,10.312974402153795,10.181988716125488,NA,0.9612076282501223,NA
Ameriflux,INFLUX - Agricultural Site East near Pittsboro,US-INd,-86.5005,39.8645,NA,NA,17.837910232003107,10.90838592002607,NA,6.004423141479493,NA
Ameriflux,INFLUX - Agricultural Site West near Pittsboro,US-INe,-86.5083,39.8632,NA,NA,20.767876673709264,11.11115242714779,NA,6.004423141479497,NA
Ameriflux,INFLUX - East 21st St (Site 2),US-INf,-86.0183,39.7978,NA,NA,18.556102046151743,10.181988716125488,NA,12.800680160522468,NA
Ameriflux,INFLUX - Wayne Twp Comm (Site-7),US-INg,-86.2724,39.7739,NA,NA,44.66163321860298,10.62767219543457,NA,0.9612076282501216,NA
Ameriflux,INFLUX - Agricultural Site East of Indianapolis (Site-9a),US-INi,-85.7005,39.8167,NA,NA,13.109092498295592,10.94921588897705,NA,4.385039329528811,NA
Ameriflux,INFLUX - Agricultural Site East of Indianapolis (Site-9b),US-INj,-85.7066,39.8766,NA,NA,17.12597267390621,10.94921588897705,NA,4.385039329528809,NA
Ameriflux,INFLUX - Agricultural Site West of Indianapolis (Site-14a),US-INn,-86.788,39.9468,NA,NA,11.709687689618868,11.696539878845213,NA,8.778901100158691,NA
Ameriflux,INFLUX - Agricultural Site West of Indianapolis (Site-14b) ,US-INp,-86.7821,39.9477,NA,NA,10.87567354254424,11.696539878845213,NA,8.77890110015869,NA
Ameriflux,Jackson Lane - natural,US-JLN,-75.7531,39.0574,NA,NA,59.692066205474454,36.96654808339521,NA,51.79719501713917,NA
Ameriflux,Jackson Lane - restored,US-JLR,-75.7531,39.0543,NA,NA,53.42157299965177,36.96641732645394,NA,51.47393801194271,NA
Ameriflux,Jornada Experimental Range Bajada Site,US-Jo1,-106.635,32.582,0,0,0.9250662660147044,8.196821212768555,NA,0.6151013460670156,2.035463571548462
Ameriflux,Jornada Experimental Range Mixed Shrubland,US-Jo2,-106.6032,32.5849,0,0,1.2345511023308329,8.196821212768555,NA,0.252848505973816,5.0229916047805325
Ameriflux,Jornada Experimental Range Red Lake Playa,US-Jo3,-106.8303,32.7123,0,0,0.9579606444780557,8.355450630187988,NA,0.8861779570579532,0
Ameriflux,WV Jacks Run,US-JRn,-80.1646,39.6789,NA,NA,186.9838816646554,111.2685317993164,NA,98.97389221191409,NA
Ameriflux,KCMP Tall Tower,US-KCM,-93.0728,44.6886,NA,NA,19.3989876851727,9.98960018157959,NA,4.877754688262936,NA
Ameriflux,Konza Prairie LTER (4B),US-KFB,-96.5951,39.0745,NA,NA,4.174131512417809,10.838811874389648,NA,10.135107040405261,NA
Ameriflux,Kansas Field Station,US-KFS,-95.1907,39.0561,NA,NA,52.404340922564174,27.528268814086914,NA,26.731492450356978,NA
Ameriflux,Kingman Farm,US-KGF,-70.9259,43.1717,NA,NA,146.90985116624796,105.88687896728514,NA,86.72066034192609,NA
Ameriflux,KBS Lux Arbor Reserve Corn,US-KL1,-85.4422,42.4847,NA,NA,63.59477548274166,68.12156677246094,NA,27.968484878540025,NA
Ameriflux,KBS Lux Arbor Reserve Switchgrass,US-KL2,-85.4468,42.4768,NA,NA,58.85943128304689,68.12156677246094,NA,27.968484878540032,NA
Ameriflux,KBS Lux Arbor Reserve Prairie,US-KL3,-85.4473,42.4735,NA,NA,50.05913396093181,68.12156677246094,NA,27.968484878540032,NA
Ameriflux,Kansas Land Institute,US-KLS,-97.5684,38.7745,NA,NA,17.47080226727637,11.102958679199219,NA,0.4875640869140623,NA
Ameriflux,KBS Marshall Farms Corn,US-KM1,-85.3287,42.4376,NA,NA,73.2453766866694,68.12156677246094,NA,27.968484878540036,NA
Ameriflux,KBS Marshall Farms Prairie,US-KM2,-85.3098,42.4441,NA,NA,76.7004291585024,68.12156677246094,NA,27.968484878540046,NA
Ameriflux,KBS Marshall Farms Switchgrass,US-KM3,-85.3105,42.4464,NA,NA,74.67934960060097,68.12156677246094,NA,27.968484878540043,NA
Ameriflux,KBS Marshall Farms Smooth Brome Grass (Ref),US-KM4,-85.3301,42.4423,NA,NA,68.37068639894825,68.12156677246094,NA,27.968484878540046,NA
Ameriflux,Konza Prairie LTER (KNZ),US-Kon,-96.5603,39.0824,NA,NA,4.238231106111769,10.838811874389648,NA,10.135107040405277,NA
Ameriflux,Kennedy Space Center (slash pine),US-KS1,-80.6709,28.4583,NA,NA,NA,NA,NA,NA,NA
Ameriflux,Kennedy Space Center (scrub oak),US-KS2,-80.6715,28.6086,NA,NA,NA,NA,NA,NA,NA
Ameriflux,Kennedy Space Center (salt marsh),US-KS3,-80.7427,28.7084,NA,NA,NA,67.07878112792969,NA,NA,NA
Ameriflux,Kennedy Space Center (Spartina marsh),US-KS4,-80.7207,28.6,NA,NA,NA,NA,NA,NA,NA
Ameriflux,KUOM tower,US-KUO,-93.1884,44.9984,NA,NA,26.79826265005571,12.172310571110472,NA,2.644084692001345,NA
Ameriflux,KUOM Turfgrass Field,US-KUT,-93.1863,44.995,NA,NA,24.85242096438676,10.436274266726462,NA,2.6440846920013423,NA
Ameriflux,Apple Orchard ARS Kearneysville WV,US-Kyv,-77.8859,39.3447,NA,NA,53.11606632586951,60.66598892211914,NA,35.41244125366212,NA
Ameriflux,Pointe-aux-Chenes Brackish Marsh,US-LA1,-90.4449,29.5013,NA,NA,1.7782532566584777,43.17303594252466,NA,8.7942047119140625,NA
Ameriflux,Salvador WMA Freshwater Marsh,US-LA2,-90.2869,29.8587,NA,NA,13.8436603633793,13.615276336669924,NA,3.8607430458068848,NA
Ameriflux,Barataria Bay Saline Marsh,US-LA3,-89.9153,29.4936,NA,NA,0.5018773721287586,8.0570707321167,NA,0,NA
Ameriflux,Lockney Grassland,US-LGr,-101.4787,34.1377,0.25934234039397736,0,1.3622048277217702,8.64285659790039,NA,0,9.271444320678711
Ameriflux,Lindcove Orange Orchard,US-Lin,-119.0922,36.3566,0.10665679245778407,0.5003054712542739,13.9522305637571,22.76662826538086,9.930368652814586,0.6625177860260006,17.948317262834305
Ameriflux,Longleaf Pine - Baker (Mesic site),US-LL1,-84.5329,31.2792,NA,NA,96.16375415710628,34.06828308105469,NA,66.87648773193357,NA
Ameriflux,Longleaf Pine - Dubignion (Intermediate site),US-LL2,-84.4449,31.201,NA,NA,74.19276253448271,31.63711929321289,NA,42.200626373291,NA
Ameriflux,Longleaf Pine - Red Dirt (Xeric site),US-LL3,-84.4787,31.2688,NA,NA,84.07768669249833,34.71452713012695,NA,66.87648773193362,NA
Ameriflux,Lost Creek,US-Los,-89.9792,46.0827,NA,NA,56.56006565085966,107.08599853515625,NA,54.18226242065428,NA
Ameriflux,Little Prospect Hill,US-LPH,-72.185,42.5419,NA,NA,201.54768971224877,37.92121124267578,NA,114.92280578613273,NA
Ameriflux,San Pedro River Lewis Springs Sacaton Grassland,US-LS1,-110.1403,31.5615,7.429732478740309e-4,0.08445240480816528,10.890105636844396,15.77459716796875,18.604882679146304,1.0219408273696906,10.835078239440918
Ameriflux,San Pedro River Lewis Springs Savanna,US-LS2,-110.1344,31.5659,0,0,8.139231922880843,15.77459716796875,17.532899653062263,1.0219408273696893,10.835078239440918
Ameriflux,Missouri-Moreau River Basin USDA Certified Organic Farm,US-LU1,-92.2487,38.5048,NA,NA,72.00404994475917,47.53870664939725,NA,22.562028884887678,NA
Ameriflux,Little Washita Watershed,US-LWW,-97.9789,34.9604,NA,NA,6.154755687542205,10.930156707763672,NA,8.726741790771488,NA
Ameriflux,MacArthur Agro-Ecology,US-MAC,-81.1873,27.1632,NA,NA,19.55265773425198,18.057926177978516,NA,0.44677448272705095,NA
Ameriflux,Marcell Bog Lake Peatland,US-MBP,-93.4893,47.5051,NA,NA,135.122237618485,125.73035646238063,NA,39.9647789001465,NA
Ameriflux,"Creston, Montana pivot-irrigated spring wheat",US-MC1,-114.1548,48.1873,0.2998673734838178,NA,14.989779470244098,95.73536682128906,NA,56.647022247314446,42.27984619140625
Ameriflux,"Creston, Montana pivot-irrigated spring wheat 2",US-MC2,-114.2051,48.1802,0.9383144592497267,NA,17.849255882198793,95.73536682128906,NA,56.64702224731444,71.2367727407612
Ameriflux,"Moro Cojo Slough, PG&E Treatment Wetland",US-MCP,-121.769,36.783,0.07873841652969997,0,4.683758912994734,NA,19.14548651381123,0,99.2261962890625
Ameriflux,Metolius - Eyerly burn,US-Me1,-121.5,44.5794,15.017724856144016,NA,12.679788989503217,46.715065791078054,NA,53.29314041137691,149.9634547536913
Ameriflux,Metolius mature ponderosa pine,US-Me2,-121.5589,44.4526,74.37399504380569,NA,61.035056778781026,70.81029510498047,NA,97.6245631686557,200.6615447998047
